phone_brand,phone_price,phone_category,phone_id,phone_name,phone_color,phone_memory,installments_amount,installments_period
APPLE,5099,SMRTPHN,100038354,iPhone XS, Silver,512GB,225, 36 months
HUAWEI,969,SMRTPHN,100074355,Huawei Y9 Prime 2019, Sapphire Blue,128GB,43, 36 months
HUAWEI,969,SMRTPHN,100074356,Huawei Y9 Prime 2019, Emerald Green,128GB,43, 36 months
HUAWEI,969,SMRTPHN,100074354,Huawei Y9 Prime 2019, Midnight Black,128GB,43, 36 months
OPPO,849,SMRTPHN,100078839,Oppo A5s, Gold,64GB,39, 36 months
OPPO,849,SMRTPHN,100078836,Oppo A5s, Green,64GB,39, 36 months
LENOVO,349,SMRTPHN,100077441,Lenovo A5, Black,32GB,16, 36 months
HONOR,699,SMRTPHN,100092446,Honor 10 Lite,Midnight Black,128GB,32, 36 months
HONOR,349,SMRTPHN,100033782,Honor 7S, Blue,16GB,16, 36 months
HONOR,349,SMRTPHN,100033783,Honor 7S, Gold,16GB,16, 36 months
HONOR,699,SMRTPHN,100081575,Honor 10 Lite,Sky Blue,128GB,32, 36 months
HONOR,349,SMRTPHN,100033781,Honor 7S, Black,16GB,16, 36 months
Xiaomi,2199,SMRTPHN,100073071,Xiaomi Black Shark, Black,128GB,101, 36 months
SAMSUNG,749,SMRTPHN,100066839,Samsung Galaxy A30, Black,64GB,35, 36 months
SAMSUNG,445,SMRTPHN,100068664,Samsung Galaxy A10, Blue,32GB,21, 36 months
SAMSUNG,445,SMRTPHN,100068665,Samsung Galaxy A10, Red,32GB,21, 36 months
SAMSUNG,445,SMRTPHN,100068663,Samsung Galaxy A10, Black,32GB,21, 36 months
HONOR,999,SMRTPHN,100065839,Honor 8X Max, Black,128GB,47, 36 months
HONOR,999,SMRTPHN,100081580,Honor 8X Max, Blue,128GB,47, 36 months
NOKIA,1049,SMRTPHN,100086416,Nokia 7.2 TA-1196, Charcoal,128GB,51, 36 months
HONOR,1999,SMRTPHN,100093541,Honor 20 Pro,Icelandic Frost,256GB,96, 36 months
HUAWEI,1499,SMRTPHN,100093161,Huawei Nova 5T,Blue,128GB,72, 36 months
SAMSUNG,4199,SMRTPHN,100101435,Samsung Galaxy Note 10 Plus, Blue,5G,201, 36 months
HUAWEI,1499,SMRTPHN,100093159,Huawei Nova 5T,Black,128GB,72, 36 months
SAMSUNG,4199,SMRTPHN,100101434,Samsung Galaxy Note 10 Plus, Black,5G,201, 36 months
MOTOROLA,329,SMRTPHN,100060370,Motorola E5 2019, Gray,16GB,16, 36 months
HUAWEI,549,SMRTPHN,100006753,Huawei Y7 Prime, Grey,32GB,27, 36 months
HONOR,1999,SMRTPHN,100084636,Honor 20 Pro, Phantom Blue,256 GB,96, 36 months
HONOR,1999,SMRTPHN,100084641,Honor 20 Pro, Phantom Black,256 GB,96, 36 months
HUAWEI,1699,SMRTPHN,100093957,Huawei Nova 5T,Purple,128GB,82, 36 months
HONOR,599,SMRTPHN,100058837,Honor 8C, Black,64GB,22, 36 months
HUAWEI,1099,SMRTPHN,100080948,Huawei P30 Lite New Edition, Pearl White,128GB,53, 36 months
SAMSUNG,4199,SMRTPHN,100101438,Samsung Galaxy Note 10 Plus, White,5G,201, 36 months
SAMSUNG,4499,SMRTPHN,100036929,Samsung Galaxy Note 9, Black,512GB,134, 36 months
SAMSUNG,4499,SMRTPHN,100036930,Samsung Galaxy Note 9, Lavender Purple,512GB,134, 36 months
HONOR,599,SMRTPHN,100058838,Honor 8C, Blue,64GB,22, 36 months
HUAWEI,519,SMRTPHN,100072655,Huawei Y6 Prime 2019, Modern Black,32GB,22, 36 months
SAMSUNG,5799,SMRTPHN,100062739,Samsung Galaxy S10 Plus, Ceramic White,,144, 36 months
SAMSUNG,1199,SMRTPHN,100066536,Samsung Galaxy A50, Blue,128GB,45, 36 months
SAMSUNG,2299,SMRTPHN,100077836,Samsung Galaxy A80, Silver,128GB,77, 36 months
APPLE,2999,SMRTPHN,100091655,Apple iPhone 11, Red,64GB,144, 36 months
APPLE,2999,SMRTPHN,100091654,Apple iPhone 11, White,64GB,144, 36 months
APPLE,3699,SMRTPHN,100091665,Apple iPhone 11, Black,256GB,177, 36 months
APPLE,3699,SMRTPHN,100091667,Apple iPhone 11, Red,256GB,177, 36 months
APPLE,4749,SMRTPHN,100091687,Apple iPhone 11 Pro Max, Gold,64GB,227, 36 months
APPLE,5399,SMRTPHN,100091689,Apple iPhone 11 Pro Max, Space Grey,256GB,258, 36 months
HONOR,599,SMRTPHN,100058839,Honor 8C, Red,64GB,22, 36 months
ALCATEL,399,SMRTPHN,100092544,Alcatel 1S,Metallic Black,32GB,20, 36 months
SAMSUNG,875,SMRTPHN,100091874,Samsung A30S, White,128GB,42, 36 months
LENOVO,599,SMRTPHN,100086405,Lenovo K9,Blue,32GB,29, 36 months
ALCATEL,399,SMRTPHN,100092542,Alcatel 1S,Metallic Blue,32GB,20, 36 months
LAVA,579,SMRTPHN,100062547,Lava R3 Note, Gold,32GB,28, 36 months
SAMSUNG,499,SMRTPHN,100091881,Samsung A10s,Blue,32GB,24, 36 months
SAMSUNG,1199,SMRTPHN,100066538,Samsung Galaxy A50, Black,128GB,45, 36 months
SAMSUNG,2299,SMRTPHN,100077835,Samsung Galaxy A80, Gold,128GB,77, 36 months
APPLE,2999,SMRTPHN,100091635,Apple iPhone 11, Black,64GB,144, 36 months
APPLE,3249,SMRTPHN,100091659,Apple iPhone 11, Black,128GB,156, 36 months
APPLE,3699,SMRTPHN,100091666,Apple iPhone 11, White,256GB,177, 36 months
APPLE,4299,SMRTPHN,100091671,Apple iPhone 11 Pro, Space Grey,64GB,206, 36 months
APPLE,4299,SMRTPHN,100091675,Apple iPhone 11 Pro, Midnight Green,64GB,206, 36 months
APPLE,4999,SMRTPHN,100091678,Apple iPhone 11 Pro, Gold,256GB,239, 36 months
APPLE,4999,SMRTPHN,100091676,Apple iPhone 11 Pro, Space Grey,256GB,239, 36 months
APPLE,5899,SMRTPHN,100091683,Apple iPhone 11 Pro, Gold,512GB,282, 36 months
APPLE,5399,SMRTPHN,100091690,Apple iPhone 11 Pro Max, Silver,256GB,258, 36 months
APPLE,4749,SMRTPHN,100091685,Apple iPhone 11 Pro Max, Space Grey,64GB,227, 36 months
APPLE,6299,SMRTPHN,100091694,Apple iPhone 11 Pro Max, Silver,512GB,301, 36 months
APPLE,6299,SMRTPHN,100091695,Apple iPhone 11 Pro Max, Gold,512GB,301, 36 months
APPLE,6299,SMRTPHN,100091696,Apple iPhone 11 Pro Max, Midnight Green,512GB,301, 36 months
APPLE,5899,SMRTPHN,100091680,Apple iPhone 11 Pro, Space Grey,512GB,282, 36 months
SAMSUNG,4499,SMRTPHN,100036928,Samsung Galaxy Note 9, Ocean Blue,512GB,134, 36 months
SAMSUNG,2299,SMRTPHN,100077834,Samsung Galaxy A80, Black,128GB,77, 36 months
HUAWEI,999,SMRTPHN,100051443,Huawei Y9 2019, Aurora Purple,128GB,39, 36 months
HUAWEI,519,SMRTPHN,100063445,Huawei Y6 Prime 2019, Sapphire Blue,32GB,22, 36 months
HUAWEI,999,SMRTPHN,100051445,Huawei Y9 2019, Sapphire Blue,128GB,39, 36 months
SAMSUNG,499,SMRTPHN,100091882,Samsung A10s,Black,32GB,24, 36 months
SAMSUNG,499,SMRTPHN,100091883,Samsung A10s,Red,32GB,24, 36 months
OPPO,1199,SMRTPHN,100094447,Oppo A5 2020,Dazzling White,128GB,58, 36 months
LAVA,299,SMRTPHN,100098338,Lava Iris 61, Blue,16GB,15, 36 months
i-LIFE,349,SMRTPHN,100093843,i-Life Fivo lite Samrt Phone With ZEED Smart Watch, Silver,,17, 36 months
TECNO,449,SMRTPHN,100080635,Tecno KB8  Spark 3 Pro, Nebula Black,32GB,22, 36 months
TECNO,449,SMRTPHN,100080637,Tecno Spark 3 Pro,  Champagne Gold,32GB,22, 36 months
LAVA,299,SMRTPHN,100098345,Lava Iris 61, Red,16GB,15, 36 months
TECNO,329,SMRTPHN,100088134,Tecno LC6, Champagne Gold,16GB,16, 36 months
i-LIFE,349,SMRTPHN,100093845,i-Life Fivo lite Samrt Phone With ZEED Smart Watch, Gold,,17, 36 months
ALCATEL,599,SMRTPHN,100086384,Alcatel 3 5053K, Blue Purple,64GB,29, 36 months
LENOVO,699,SMRTPHN,100081644,Lenovo K10, Rich Cranberry,64GB,34, 36 months
LENOVO,499,SMRTPHN,100081636,Lenovo A6 Note, Black,32GB,24, 36 months
TECNO,329,SMRTPHN,100088136,Tecno LC6, Midnight Black,16GB,16, 36 months
SAMSUNG,875,SMRTPHN,100091871,Samsung A30S, Black,128GB,42, 36 months
LAVA,399,SMRTPHN,100098250,Lava V Plus 6 Prime, Green,16GB,20, 36 months
TECNO,449,SMRTPHN,100080634,Tecno KB8  Spark 3 Pro,Midnight Black,32GB,22, 36 months
OPPO,649,SMRTPHN,100091440,Oppo A5s, Red,32GB,32, 36 months
OPPO,1549,SMRTPHN,100091449,Oppo Reno, Aurora Purple,128GB,75, 36 months
MOTOROLA,999,SMRTPHN,100069970,Motorola One Vision XT1970-3, Bronze Gradient,128GB,48, 36 months
OPPO,1549,SMRTPHN,100091447,Oppo Reno, Jet Black,128GB,75, 36 months
NOKIA,595,SMRTPHN,100073841,Nokia 3.2 TA-1164, Black,64GB,29, 36 months
OPPO,1899,SMRTPHN,100072944,Oppo Reno, Ocean Green,256GB,91, 36 months
OPPO,649,SMRTPHN,100091438,Oppo A5s, Black,32GB,32, 36 months
SAMSUNG,3398,SMRTPHN,100025238,Samsung Galaxy S9 Plus, Black,128GB,82, 36 months
ALCATEL,349,SMRTPHN,100071440,Alcatel 1X 5059D, Black Grey,16GB,17, 36 months
ALCATEL,599,SMRTPHN,100086383,Alcatel 3 5053K, Black Blue,64GB,29, 36 months
LENOVO,699,SMRTPHN,100078835,Lenovo K9 Note,Gold,64GB,34, 36 months
ALCATEL,349,SMRTPHN,100071441,Alcatel 1X 5059D, Black Blue,16GB,17, 36 months
NOKIA,349,SMRTPHN,100076642,Nokia 2.2 TA,Black,16GB,17, 36 months
LENOVO,699,SMRTPHN,100081643,Lenovo K10, Gunmetal,64GB,34, 36 months
MOTOROLA,999,SMRTPHN,100069971,Motorola One Vision XT1970-3, Sapphire Gradient,128GB,48, 36 months
MOTOROLA,899,SMRTPHN,100039080,Motorola One, Black,64GB,43, 36 months
MOTOROLA,899,SMRTPHN,100060538,Motorola One, White,64GB,43, 36 months
NOKIA,595,SMRTPHN,100073842,Nokia 3.2 TA-1164, Steel,64GB,29, 36 months
NOKIA,449,SMRTPHN,100076645,Nokia 2.2 TA,Black,32GB,22, 36 months
HUAWEI,389,SMRTPHN,100030945,Huawei Y5 Prime 2018, Gold,16GB,14, 36 months
SAMSUNG,3398,SMRTPHN,100034540,Samsung Galaxy S9 Plus, Gold,128GB,82, 36 months
SAMSUNG,1199,SMRTPHN,100066539,Samsung Galaxy A50, White,128GB,45, 36 months
SAMSUNG,4199,SMRTPHN,100101436,Samsung Galaxy Note 10 Plus, Silver,5G,201, 36 months
APPLE,4999,SMRTPHN,100091677,Apple iPhone 11 Pro, Silver,256GB,239, 36 months
APPLE,3249,SMRTPHN,100091661,Apple iPhone 11, Red,128GB,156, 36 months
SAMSUNG,3398,SMRTPHN,100025239,Samsung Galaxy S9 Plus, Purple,128GB,82, 36 months
APPLE,5899,SMRTPHN,100091684,Apple iPhone 11 Pro, Midnight Green,512GB,282, 36 months
SAMSUNG,1399,SMRTPHN,100070745,Samsung Galaxy A70, Black,128GB,58, 36 months
APPLE,6299,SMRTPHN,100091693,Apple iPhone 11 Pro Max, Space Grey,512GB,301, 36 months
SAMSUNG,3398,SMRTPHN,100025237,Samsung Galaxy S9 Plus, Orchid Gray,128GB,82, 36 months
HUAWEI,2599,SMRTPHN,100079309,Huawei P30 Pro, Breathing Crystal,128 GB,125, 36 months
HUAWEI,3298,SMRTPHN,100042779,Huawei Mate 20 Pro, Black,128GB,101, 36 months
APPLE,5399,SMRTPHN,100091692,Apple iPhone 11 Pro Max, Midnight Green,256GB,258, 36 months
APPLE,4749,SMRTPHN,100091688,Apple iPhone 11 Pro Max, Midnight Green,64GB,227, 36 months
APPLE,2999,SMRTPHN,100091657,Apple iPhone 11, Purple,64GB,144, 36 months
HUAWEI,1099,SMRTPHN,100068143,Huawei P30 Lite, Peacock Blue,128GB,43, 36 months
HUAWEI,519,SMRTPHN,100063446,Huawei Y6 Prime 2019, Amber Brown,32GB,22, 36 months
HUAWEI,389,SMRTPHN,100030944,Huawei Y5 Prime 2018, Blue,16GB,14, 36 months
HUAWEI,389,SMRTPHN,100030937,Huawei Y5 Prime 2018, Black,16GB,14, 36 months
APPLE,4999,SMRTPHN,100091679,Apple iPhone 11 Pro, Midnight Green,256GB,239, 36 months
SAMSUNG,599,SMRTPHN,100091879,Samsung A20s,Black,32GB,29, 36 months
SAMSUNG,599,SMRTPHN,100091875,Samsung A20s,Blue,32GB,29, 36 months
HUAWEI,1499,SMRTPHN,100093162,Huawei Nova 5T,Purple,128GB,72, 36 months
HUAWEI,1099,SMRTPHN,100080939,Huawei P30 Lite New Edition, Midnight Black,128GB,53, 36 months
HUAWEI,1099,SMRTPHN,100080947,Huawei P30 Lite New Edition,Peacock Blue,128GB,53, 36 months
HUAWEI,2599,SMRTPHN,100083744,Huawei P30 Pro, Pearl White,128GB,125, 36 months
SAMSUNG,875,SMRTPHN,100091872,Samsung A30S, Green,128GB,42, 36 months
SAMSUNG,799,SMRTPHN,100091867,Samsung A30S, Green,64GB,39, 36 months
SAMSUNG,599,SMRTPHN,100091880,Samsung A20s,Red,32GB,29, 36 months
LENOVO,499,SMRTPHN,100081642,Lenovo A6 Note, Blue,32GB,24, 36 months
SAMSUNG,799,SMRTPHN,100091849,Samsung A30S, Black,64GB,39, 36 months
OPPO,1899,SMRTPHN,100072940,Oppo Reno, Jet Black,256GB,91, 36 months
NOKIA,449,SMRTPHN,100076644,Nokia 2.2 TA,Steel,32GB,22, 36 months
LENOVO,699,SMRTPHN,100078834,Lenovo K9 Note,Black,64GB,34, 36 months
NOKIA,85,BASIC MOBILES,100020510,NOKIA 130 (2017), Black,2.5G,5, 36 months
NOKIA,125,BASIC MOBILES,100020140,Nokia 216, Black,2.5G,6, 36 months
NOKIA,125,BASIC MOBILES,100020505,Nokia 216, Grey,2.5G,6, 36 months
NOKIA,125,BASIC MOBILES,100020506,Nokia 216, Blue,2.5G,6, 36 months
NOKIA,69,BASIC MOBILES,100020515,NOKIA 105 (2017), Black,,4, 36 months
NOKIA,90,BASIC MOBILES,100020513,NOKIA 130 (2017), Grey,2.5G,5, 36 months
NOKIA,121,BASIC MOBILES,100020509,Nokia 150, White,,6, 36 months
NOKIA,90,BASIC MOBILES,100020511,NOKIA 130 (2017), Red,2.5G,5, 36 months
NOKIA,69,BASIC MOBILES,100020520,NOKIA 105 (2017), Blue,,4, 36 months
NOKIA,69,BASIC MOBILES,100020518,NOKIA 105 (2017), White,,4, 36 months
NOKIA,121,BASIC MOBILES,100020508,Nokia 150, Black,2.5G,6, 36 months
